title,brand,price,rating,votes,sales_last_month,image_url,url,prime,category,rank,scraped_at
Weenect Chat XS - Nouveau Collier GPS pour Chat | Mini Traceur GPS Chat en Temps réel | Plus Petit modèle du marché | Fonctionne avec abonnement | Collier Inclus | Garantie à Vie,Weenect,49.99,4.3,1102.0,300.0,https://m.media-amazon.com/images/I/71dqQA1AWxL._AC_UL320_.jpg,,False,Objets connectés,22,2025-06-24 11:51:47.734780
"DJI Bundle Osmo Action 4 Standard - Caméra d’Action étanche 4K/120 IPS avec capteur 1/1,3 Pouce, des Images saisissantes en Basse lumière, des Couleurs D-Log M 10 Bits, Batterie 1 770 mAh prolongée",DJI,259.0,4.4,4096.0,100.0,https://m.media-amazon.com/images/I/61EtBLmDDaL._AC_UL320_.jpg,,False,Objets connectés,23,2025-06-24 11:51:47.735744
"Ecouteurs Bluetooth sans Fil, Écouteurs Bluetooth 5.3, 50 Heures Contrôle Tactile, 4 ENC Appel Réduction Antibruit Mic, Basses Profondes, Ajustement Confortable, IPX7 Étanche Casque（Noir）",Ecouteurs,23.98,4.5,16230.0,500.0,https://m.media-amazon.com/images/I/71v9KFy+Q5L._AC_UL320_.jpg,,False,Objets connectés,24,2025-06-24 11:51:47.737414
"Caméra d'action au pouce – Caméras avec enregistrement audio et vidéo | Caméra d'action portable | Étanche 4K avec magnétique et clip à 360° pour cyclisme, moto, gym, randonnée, voyage, sports de",Caméra,69.99,,,100.0,https://m.media-amazon.com/images/I/619xPYL+0XL._AC_UL320_.jpg,,False,Objets connectés,25,2025-06-24 11:51:52.265585
"COROS Pace 3 Montre GPS de Sport, légère et Confortable, 17 Jours d'autonomie, Montre de Running GPS Double fréquence, Fréquence Cardiaque, Navigation, Suivi du Sommeil, Course à Pied (Nylon Encre)",COROS,249.0,4.5,1919.0,100.0,https://m.media-amazon.com/images/I/81OX6InPf2L._AC_UL320_.jpg,,False,Objets connectés,26,2025-06-24 11:51:52.282756
"Ecouteurs Bluetooth sans Fil Sport, 2025 Headphones 5.4 HiFi Stéréo, Ecouteurs sans Fil avec ENC Mic, Ecouteur Pour Courir, IP7 Étanche Écouteur, 40H, Oreillette Sans Fil, Casque Écran LED, Bleu",Ecouteurs,23.99,4.5,1587.0,400.0,https://m.media-amazon.com/images/I/71gcgqJHpVL._AC_UL320_.jpg,,False,Objets connectés,27,2025-06-24 11:51:52.286845
"DJI Bundle Standard Osmo Action 5 Pro, Caméra Étanche avec Capteur 1/1,3"", Vidéo 4K/120 IPS, Suivi de Sujet, Stabilisation, Double Écran Tactile OLED, Caméra d’Action 4K Idéale pour Sports, Vlog",DJI,375.84,4.5,1528.0,100.0,https://m.media-amazon.com/images/I/71LN4iT1PqL._AC_UL320_.jpg,,False,Objets connectés,28,2025-06-24 11:51:52.288714
"Insta360 X4 - Caméra d'action 360° 8K étanche, vidéo grand angle 4K, effet de perche à selfie invisible, protège-objectifs amovibles, 135 min d'autonomie, édition IA, stabilisation, pour sport, voyage",Insta360,475.99,4.4,1393.0,50.0,https://m.media-amazon.com/images/I/61rir1x7EyL._AC_UL320_.jpg,,False,Objets connectés,29,2025-06-24 11:51:52.290215
"Soundcore Space One Casque Bletooth sans fil avec Réduction de Bruit Active Adaptative by Anker, Réduction des Voix Humaine 2X Plus Efficace, ANC 46H, Contrôle app, LDAC Hi-Res Wireless Audio, Confort",Soundcore,72.99,4.3,9007.0,200.0,https://m.media-amazon.com/images/I/51jCt-yAPOL._AC_UL320_.jpg,,False,Objets connectés,30,2025-06-24 11:51:52.294729
Apexcam M80 Caméra Sport 4K Stabilisateur 60FPS Action cam avec Carte 64GB Photo 48MP Camera Étanche 40M avec EIS 8X Zoom 170° Grand Angle avec Kits d'accessoires pour Aventures,Apexcam,53.49,4.6,432.0,200.0,https://m.media-amazon.com/images/I/71MqVAkobQL._AC_UL320_.jpg,,False,Objets connectés,31,2025-06-24 11:51:52.297279
AKASO Caméra Sport 4K Etanche WiFi Action Caméra Sportive Ultra Full HD Stabilisateur avec Télécommande Écran Tactile 30fps Angle Réglable 131 Pieds sous Marine 2 Batteries Kit d'Accessoires – V50X,AKASO,119.99,4.5,3603.0,100.0,https://m.media-amazon.com/images/I/71OUG6j-XGL._AC_UL320_.jpg,,False,Objets connectés,32,2025-06-24 11:51:52.301278
"JLab Go Work Casque Bluetooth sans Fil avec Micro, 2e Génération - +55h d'Autonomie, Bluetooth ou Dongle USB-C avec Connexion Multipoint pour Ordinateurs PC, Portables - avec ou sans Fil",JLab,49.99,3.9,12326.0,200.0,https://m.media-amazon.com/images/I/71y606kL8mL._AC_UL320_.jpg,,False,Objets connectés,33,2025-06-24 11:51:52.302708
"Casque Conduction Osseuse, Casque Bluetooth Sans Fil Sport, Casque Running avec HD Micro, Open Ear Casque Etanche IP55 pour la Course à Pied, 8h d'Autonomie, Casque Sans Fil pour Le Jogging, Le vél",Casque,25.99,,,300.0,https://m.media-amazon.com/images/I/61n7exfxa5L._AC_UL320_.jpg,,False,Objets connectés,34,2025-06-24 11:51:52.304911
"DJI Bundle Essentiel Osmo Action 5 Pro, Caméra Étanche avec Capteur 1/1,3"", Vidéo 4K/120 IPS, Suivi de Sujet, Stabilisation, Double Écran Tactile OLED, Caméra d’Action 4K Idéale pour Sports, Vlog",DJI,369.0,4.5,1528.0,50.0,https://m.media-amazon.com/images/I/71LN4iT1PqL._AC_UL320_.jpg,,False,Objets connectés,35,2025-06-24 11:51:52.306411
"Ecouteurs Bluetooth sans Fil, Casque Bluetooth 5.3, 50 Heures Contrôle Tactile, 4 ENC Appel Réduction Antibruit Mic, Basses Profondes, Ajustement Confortable, IPX7 Étanche Casque",Ecouteurs,23.98,4.5,16230.0,300.0,https://m.media-amazon.com/images/I/612CWRLMU+L._AC_UL320_.jpg,,False,Objets connectés,36,2025-06-24 11:51:52.308585
SANOTO Casque Conduction Osseuse Open Ear Casque Bluetooth sans Fil Sport IPX7 Waterproof and Sweatproof Écouteur Adapté à la Course à Pied Cyclisme Fitness Bureau,SANOTO,49.99,4.2,1777.0,300.0,https://m.media-amazon.com/images/I/513AJLSmNML._AC_UL320_.jpg,,False,Objets connectés,37,2025-06-24 11:51:52.310478
"SHOKZ OpenSwim Casque à Conduction osseuse, Lecteur MP3 de Natation étanche IP68, écouteurs de Sport Oreilles Libres avec 4 GB de mémoire, 8H d'autonomie, Bouchons d'oreilles (sans Bluetooth), Noir",SHOKZ,159.0,4.5,3508.0,100.0,https://m.media-amazon.com/images/I/51OXIZOHm6L._AC_UL320_.jpg,,False,Objets connectés,38,2025-06-24 11:51:52.313712
"Ecouteurs Bluetooth sans Fil, AOVOCE Casque Bluetooth 5.3 avec 4 ENC Réduction Bruit Mic Écran LED HiFI Son Stéréo 42H Durée Lecture IP6 Étanche Sport Oreillette Contrôle Tactile pour iOS Android Noir",Ecouteurs,20.99,4.4,4727.0,300.0,https://m.media-amazon.com/images/I/7192lowvvhL._AC_UL320_.jpg,,False,Objets connectés,39,2025-06-24 11:51:52.316538
"COROS Pace 3 Montre GPS de Sport, légère et Confortable, 17 Jours d'autonomie, Montre de Running GPS Double fréquence, Fréquence Cardiaque, Navigation, Suivi du Sommeil, Course à Pied (Silicon Noire)",COROS,249.0,4.5,1919.0,50.0,https://m.media-amazon.com/images/I/61HE8zhwT7L._AC_UL320_.jpg,,False,Objets connectés,40,2025-06-24 11:51:52.317797
Xilecam Mini Caméra Sport 1080P avec Carte Mémoire 32 Go Mini Camera Accessoires Multifonctions Camera Portable,Xilecam,36.99,4.1,31.0,,https://m.media-amazon.com/images/I/61x0bbCePvL._AC_UL320_.jpg,,False,Objets connectés,41,2025-06-24 11:51:52.318971
"GoPro HERO11 Black Mini - Caméra d'action étanche compacte avec vidéo Ultra HD 5.3K60, Images Fixes 24.7MP, capteur d'image 1/1.9"", Diffusion en Direct, stabilisation",GoPro,199.99,3.7,959.0,50.0,https://m.media-amazon.com/images/I/61x-hCi4V1L._AC_UL320_.jpg,,False,Objets connectés,42,2025-06-24 11:51:52.320144
"Ecouteurs Bluetooth sans Fil, Casque Bluetooth 5.3, 50 Heures Contrôle Tactile, 4 ENC Appel Réduction Antibruit Mic, Basses Profondes, Ajustement Confortable, IPX7 Étanche Casque（Rose）",Ecouteurs,23.98,4.5,16230.0,300.0,https://m.media-amazon.com/images/I/71-m3Etug6L._AC_UL320_.jpg,,False,Objets connectés,43,2025-06-24 11:51:52.321912
"OMRON EVOLV moniteur de tension artérielle, tensiomètre bras sans fil, Bluetooth, validé cliniquement - MAINTENANT avec 6 mois d’abonnement OMRON connect Premium GRATUIT",OMRON,144.9,4.6,1231.0,100.0,https://m.media-amazon.com/images/I/51z4cJalHLL._AC_UL320_.jpg,,False,Objets connectés,44,2025-06-24 11:51:52.322987
JBL Tune 570bt Black Auriculares Onear Inalámbricos,JBL,34.79,4.6,1577.0,200.0,https://m.media-amazon.com/images/I/515H9kt-7VL._AC_UL320_.jpg,,False,Objets connectés,45,2025-06-24 11:51:52.324136
Caméra Sport 4K 60FPS 64MP Caméra Étanche 40M Action Cam WiFi avec Micro SD 64GB Écran Tactile Stabilisateur EIS avec Kits d'accessoires pour Sports Extrêmes et Loisirs,Caméra,77.99,4.6,432.0,100.0,https://m.media-amazon.com/images/I/718JiiQF8JL._AC_UL320_.jpg,,False,Objets connectés,46,2025-06-24 11:51:52.325428
"Soundcore Anker Life A1 Écouteurs Bluetooth sans Fil, Écouteurs de Sport Étanche IPX7, Son Personnalisé, Autonomie 35H, Charge sans Fil, Charge Rapide USB C, Commande par Boutons, Transport, Sport",Soundcore,39.99,4.4,40241.0,200.0,https://m.media-amazon.com/images/I/51QReosscPL._AC_UL320_.jpg,,False,Objets connectés,47,2025-06-24 11:51:52.327439
"HoomBand Casque Audio Bluetooth, Sommeil Bandeau pour s'endormir, sans Fil, Voyage, Appli Gratuite, Histoires Hypnotiques, Méditations Guidées conçues par des spécialistes du Sommeil",HoomBand,69.0,4.2,1621.0,100.0,https://m.media-amazon.com/images/I/916q9FD91ZL._AC_UL320_.jpg,,False,Objets connectés,48,2025-06-24 11:51:52.329718
"Garmin Forerunner 165, Music - Montre GPS connectée de Running avec écran AMOLED – Noir/Gris",Garmin,310.99,4.5,433.0,50.0,https://m.media-amazon.com/images/I/612nZ+KvRUL._AC_UL320_.jpg,,False,Objets connectés,49,2025-06-24 11:51:56.888267
"Ecouteurs Bluetooth sans Fil, Écouteurs Bluetooth 5.3 avec ENC Réduction Casque, 40 Heures Durée de Lecture avec Écran LED, Hi-FI Son Stéréo, IP7 Étanche, Contrôle Tactile Oreillette Bluetooth, Blanc",Ecouteurs,23.99,4.4,9813.0,200.0,https://m.media-amazon.com/images/I/51KzriBttLL._AC_UL320_.jpg,,False,Objets connectés,50,2025-06-24 11:51:56.890576
Eyes GO 5K - Marque Française - Caméra Sport 5K30fps 4K60FPS - Appareil Photo 50MP - Kits 31 Accessoires - 2 écrans (Tactile & Vlog)- Micro Cravate 360° -EIS 2- Action Camera Sportive Étanche Dashcam,Eyes,89.9,4.6,14.0,50.0,https://m.media-amazon.com/images/I/61rmgaZmLUL._AC_UL320_.jpg,,False,Objets connectés,51,2025-06-24 11:51:56.891543
"DJI Bundle Osmo Action 4 Aventure - Caméra étanche 4K/120 IPS, capteur 1/1,3 Pouce, D-Log M 10 Bits, FOV Ultra Large 155º, Jusqu’à 7 Heures 30 Min avec Trois Batteries supplémentaires pour vlogging",DJI,347.21,4.4,4096.0,50.0,https://m.media-amazon.com/images/I/71mqPf2vE+L._AC_UL320_.jpg,,False,Objets connectés,52,2025-06-24 11:51:56.892558
"Insta360 Ace Pro 2 Pack Double Batterie - Caméra d'action étanche 8K co-conçue avec Leica, capteur 1/1,3"", Double Puce d'IA, qualité en Basse lumière, Audio avancé, écran Rabattable, édition IA",Insta360,469.99,4.5,437.0,50.0,https://m.media-amazon.com/images/I/61v1GeFItkL._AC_UL320_.jpg,,False,Objets connectés,53,2025-06-24 11:51:56.893960
"Srhythm NC25 Casque Bluetooth sans Fil Reducteur de Bruit Active, 50H Autonomie et Charge Rapide, Ecouteurs Connexion à 2 Appareils, Très léger avec Micro, Mode Transparence et Jeu, Mémoire de Forme",Srhythm,39.99,4.4,15097.0,200.0,https://m.media-amazon.com/images/I/61h8tZdnksL._AC_UL320_.jpg,,False,Objets connectés,54,2025-06-24 11:51:56.896477
JVC CS-J520X Haut-Parleurs,JVC,25.02,4.4,4935.0,200.0,https://m.media-amazon.com/images/I/81w-GTLHv+L._AC_UL320_.jpg,,False,Objets connectés,55,2025-06-24 11:51:56.897864
"Soundcore by Anker Liberty 4 NC Ecouteurs Bluetooth sans Fil à Réduction de Bruit 98,5%, Bluetooth 5.3, Reducteur de Bruit Adaptative aux Oreilles et à l'environnement, Hi-Res Sound, 50H de Lecture",Soundcore,59.99,4.4,18122.0,100.0,https://m.media-amazon.com/images/I/510iqOhhohL._AC_UL320_.jpg,,False,Objets connectés,56,2025-06-24 11:51:56.899938
"SUUNTO Race Montre de Sport Homme Femme, Tracker d'Activités GPS Running, Bi-Band GNSS, Carte Hors Ligne, Écran Tactile AMOLED, Smartwatch Cardiofréquencemètre Podomètre Altimètre, Autonomie 26 Jours",SUUNTO,419.0,4.4,400.0,,https://m.media-amazon.com/images/I/71ejASC5CdL._AC_UL320_.jpg,,False,Objets connectés,57,2025-06-24 11:51:56.901204
"Insta360 X3 Caméra d'action étanche à 360° avec capteurs 48 MP 1/2"", vidéo HDR Active 5,7 K 360 °, Photos 72 MP à 360 °, Objectif Unique 4K, stabilisation, écran Tactile 2,29""",Insta360,359.99,4.5,3208.0,,https://m.media-amazon.com/images/I/61RldGH-ESL._AC_UL320_.jpg,,False,Objets connectés,58,2025-06-24 11:51:56.902113
"Ecouteurs Bluetooth sans Fil, Casque Bluetooth 5.3, 50 Heures Contrôle Tactile, 4 ENC Appel Réduction Antibruit Mic, Basses Profondes, Ajustement Confortable, IPX7 Étanche Casque pour iOS Android",Ecouteurs,11.99,4.7,410.0,400.0,https://m.media-amazon.com/images/I/51s1-ru5AIL._AC_UL320_.jpg,,False,Objets connectés,59,2025-06-24 11:51:56.902972
"‌Caméra Mini Sport 4K WiFi, Miniature Étanche pour Moto/Vélo/Surf, Caméra Action Portable Légère avec Clip 360°, Idéale pour Running/Plongée/VTT - Cadeau Sport 2025",‌Caméra,92.89,,,,https://m.media-amazon.com/images/I/71ZG6AE7QkL._AC_UL320_.jpg,,False,Objets connectés,60,2025-06-24 11:51:56.904065
Samsung Galaxy Buds 3 Écouteurs sans fil Argenté,Samsung,107.99,4.1,330.0,100.0,https://m.media-amazon.com/images/I/51gsjCiqolL._AC_UL320_.jpg,,False,Objets connectés,61,2025-06-24 11:51:56.904994
"Creative Labs Pebble 4.4W Noir haut-parleur - (2.0 canaux, Avec fil, 3,5 mm, 4,4 W, 100 - 17000 Hz, Noir)",Creative,25.32,4.5,48443.0,100.0,https://m.media-amazon.com/images/I/51o6ogGlR5L._AC_UL320_.jpg,,False,Objets connectés,62,2025-06-24 11:51:56.905939
"COROS Pace Pro Montre GPS de Sport, écran Tactile AMOLED de 1,3 Pouce, Notre processeur Le Plus Rapide à ce Jour, autonomie de 20 j, Montre de Running, Navigation avec Cartes mondiales Hors Ligne",COROS,399.0,4.4,200.0,,https://m.media-amazon.com/images/I/612VXoI9XmL._AC_UL320_.jpg,,False,Objets connectés,63,2025-06-24 11:51:56.906777
"GoPro Ensemble d'accessoires HERO12 – Comprend Une HERO12 Noire, The Handler (poignée Flottante), Une Sangle de tête 2.0, Une Batterie Rechargeable Enduro (2) et Un étui de Transport",GoPro,406.48,4.6,4776.0,,https://m.media-amazon.com/images/I/61FHaxNrUML._AC_UL320_.jpg,,False,Objets connectés,64,2025-06-24 11:51:56.907728
"NUASI Casque Bluetooth sans Fil Sport, Ecouteur Bluetooth Sport, Bluetooth 5.3, Basses stéréo HD, Étanchéité IPX7 Écouteur Sport Adapté à la Course à Pied Cyclisme Fitness Bureau",NUASI,21.99,4.3,597.0,200.0,https://m.media-amazon.com/images/I/61+vbdiIgeL._AC_UL320_.jpg,,False,Objets connectés,65,2025-06-24 11:51:56.909845
Garmin Forerunner 955 Noir,Garmin,416.99,4.2,60.0,,https://m.media-amazon.com/images/I/51QwPkAU55L._AC_UL320_.jpg,,False,Objets connectés,66,2025-06-24 11:51:56.912785
"COROS Pace 3 Montre GPS de Sport, légère et Confortable, 17 Jours d'autonomie, Montre de Running GPS Double fréquence, Fréquence Cardiaque, Navigation, Suivi du Sommeil, Course à Pied (Nylon Craie)",COROS,249.0,4.5,1919.0,50.0,https://m.media-amazon.com/images/I/81HCogC9cGL._AC_UL320_.jpg,,False,Objets connectés,67,2025-06-24 11:51:56.914166
"Insta360 GO 3S Noir Minuit (64GB) - Petite caméra de vlog 4K, POV Mains Libres, Montage Partout, stabilisation, 140 Min d'autonomie, étanche à 10 m, édition IA, pour Voyage, vlog",Insta360,399.99,4.4,205.0,,https://m.media-amazon.com/images/I/71LY8Or+yuL._AC_UL320_.jpg,,False,Objets connectés,68,2025-06-24 11:51:56.915281
"Ecouteurs Bluetooth Sans Fil, Écouteurs Bluetooth 5.3 Hi-FI Stéréo avec 4 ENC Réduction Antibruit Mic, 40H Casque Sans Fil avec Écran LED, IP7 Étanche, Contrôle Tactil, Oreillette pour iOS Android",Ecouteurs,21.99,4.4,18740.0,100.0,https://m.media-amazon.com/images/I/719kzqTTcgL._AC_UL320_.jpg,,False,Objets connectés,69,2025-06-24 11:51:56.916967
"Cambridge Audio Melomania M100 Earbuds - Casque Intra-auriculaire sans Fil avec Suppression Active du Bruit, Son Hi-FI, Bluetooth, autonomie combinée de 52 Heures avec étui de Chargement - Noir",Cambridge,129.0,4.1,543.0,50.0,https://m.media-amazon.com/images/I/61T99yMIYaL._AC_UL320_.jpg,,False,Objets connectés,70,2025-06-24 11:51:56.917844
"Casque Bluetooth sans Fil,Casque Bluetooth Over-Ear, stéréo Pliables sans Fil et Filaire Écouteurs avec Microphone intégré, Micro SD/TF, FM pour Phone/Samsung/iPad/PC/Laptops",Casque,13.99,4.1,197.0,200.0,https://m.media-amazon.com/images/I/51ustW+bJcL._AC_UL320_.jpg,,False,Objets connectés,71,2025-06-24 11:51:56.918908
"WOLFANG Caméra Sport 4K 60FPS, GA300 24MP Grand Angle Écran Tactile WiFi Caméra Étanche, Zoom 8X Stabilisateur EIS Appareil Photo (Microphone, Télécommande, 2 Piles 1350mAh et Kit d'accessoires)",WOLFANG,59.99,4.2,1321.0,50.0,https://m.media-amazon.com/images/I/71MZ7LJGUmL._AC_UL320_.jpg,,False,Objets connectés,72,2025-06-24 11:51:56.920536
"AKASO EK7000 Caméra Sport Kit de Poignée Flottant - Comprend 4K 30FPS EK7000 Action Camera, Poignée Flottant Etanche pour Camera Sport, Sac de Rangement, 2 Batteries et Plus",AKASO,89.99,4.3,763.0,50.0,https://m.media-amazon.com/images/I/81XI9vlLmVL._AC_UL320_.jpg,,False,Objets connectés,73,2025-06-24 11:52:01.121958
"Soundcore Space One Casque Bletooth sans fil avec Réduction de Bruit Active Adaptative by Anker, Réduction des Voix Humaine 2X Plus Efficace, ANC 46H, Contrôle app, LDAC Hi-Res Wireless Audio, Confort",Soundcore,72.99,4.3,9007.0,100.0,https://m.media-amazon.com/images/I/51rFG7K+UhL._AC_UL320_.jpg,,False,Objets connectés,74,2025-06-24 11:52:01.125379
"kauguo Ecouteurs Bluetooth sans Fil, Oreillette Bluetooth 5.4 avec 4 ENC Réduction Antibruit Casque HiFi Stéréo Basses 42H Durée Écran LED Écouteurs sans Fil IPX6 Étanche Sport pour iOS Android, Bleu",kauguo,21.99,4.7,138.0,100.0,https://m.media-amazon.com/images/I/71O90l1zHpL._AC_UL320_.jpg,,False,Objets connectés,75,2025-06-24 11:52:01.128089
"SUUNTO Race Montre de Sport Homme Femme, Tracker d'Activités GPS Running, Bi-Band GNSS, Carte Hors Ligne, Écran Tactile AMOLED, Smartwatch Cardiofréquencemètre Podomètre Altimètre, Autonomie 26 Jours",SUUNTO,369.0,4.4,400.0,,https://m.media-amazon.com/images/I/71V2IOqeGpL._AC_UL320_.jpg,,False,Objets connectés,76,2025-06-24 11:52:01.131846
"DJI Osmo Action 5 Pro Combo, avec 58 Accessoires, Caméra Étanche avec Capteur 1/1,3"", 4K/120 fps, Suivi du Motif, Stabilisation, Double Écran Tactile, Caméra d'action 4K pour Sports, Vlog",DJI,419.99,3.7,11.0,,https://m.media-amazon.com/images/I/71Gx-AgYmqL._AC_UL320_.jpg,,False,Objets connectés,77,2025-06-24 11:52:01.134506
"Avantree HT5009 Plus - Casque TV Sans Fil pour Télévision, Voix Claire pour Seniors, Pass-Through, Bluetooth 5.3, Chipset Qualcomm, aptX-Adaptive, Émetteur Séparé et Station de Charge, 50h d'Autonomie",Avantree,119.99,4.3,159.0,50.0,https://m.media-amazon.com/images/I/51Oqu47RmFL._AC_UL320_.jpg,,False,Objets connectés,78,2025-06-24 11:52:01.135493
Samsung Galaxy Buds 2 Pro - Wireless Earphones Graphite,Samsung,154.99,4.4,2056.0,50.0,https://m.media-amazon.com/images/I/61VwGQqDg-L._AC_UL320_.jpg,,False,Objets connectés,79,2025-06-24 11:52:01.136484
"Jabra B2B SPEAK 410 Microsoft - Audioconférence USB - Certifié Microsoft (Version B : incluant smart bouton à activer via ""Jabra Direct"") Noir",Jabra,74.55,4.7,10752.0,50.0,https://m.media-amazon.com/images/I/51kfbJR-kFL._AC_UL320_.jpg,,False,Objets connectés,80,2025-06-24 11:52:01.137665
Yealink WH62 Mono Dect - Casque sans Fil Noir,Yealink,140.0,4.3,48.0,,https://m.media-amazon.com/images/I/61usmtd7ZGL._AC_UL320_.jpg,,False,Objets connectés,81,2025-06-24 11:52:01.138944
"Soundcore Sport X20 écouteurs Bluetooth sans Fil Sport by Anker, Crochets rotatifs et Extensibles, Suppression du Bruit, étanchéité IP68, Longue durée de Vie, écouteurs pour la Salle de Sport",Soundcore,69.99,4.4,5886.0,50.0,https://m.media-amazon.com/images/I/412LBPG1dsL._AC_UL320_.jpg,,False,Objets connectés,82,2025-06-24 11:52:01.140484
"AKASO V50 Elite Action Cam avec Carte Mémoire MicroSDXC 64 Go, Caméra Sport 4K 60fps 20MP WiFi Télécommande Commande Vocale Ecran Tactile EIS sous Marine Angle Vision Réglable 8X Zoom",AKASO,159.99,4.4,5170.0,50.0,https://m.media-amazon.com/images/I/71lcIrGcOQL._AC_UL320_.jpg,,False,Objets connectés,83,2025-06-24 11:52:01.142588
"GoPro HERO13 Black Creator Edition – Volta (poignée de Batterie, trépied, télécommande), Module multimédia + d'éclairage, Batterie Enduro, Support de Verrouillage magnétique et étui de Transport",GoPro,678.9,4.5,1088.0,,https://m.media-amazon.com/images/I/61PL5ufIrQL._AC_UL320_.jpg,,False,Objets connectés,84,2025-06-24 11:52:01.145052
"Xiaomi Redmi Note 14 Pro Plus 5G Smart Phone, 8GB RAM 256 GB, Pantalla AMOLED de 6,67'', Sensor de Huellas, Cámara de 200 MP, NFC, Cargador no Incluido, Color Lavender Purple",Xiaomi,290.17,4.3,100.0,,https://m.media-amazon.com/images/I/811P1Djb56L._AC_UL320_.jpg,,False,Objets connectés,85,2025-06-24 11:52:01.147375
"OMRON RS3 Intelli IT tensiomètre automatique au poignet avec connexion Bluetooth, compatible avec smartphones iOS et Android, validé cliniquement, portable, bracelet 13,5-21,5 cm",OMRON,42.99,4.5,2624.0,50.0,https://m.media-amazon.com/images/I/71sRS1O-bML._AC_UL320_.jpg,,False,Objets connectés,86,2025-06-24 11:52:01.148896
"COROS Pace Pro Montre GPS de Sport, écran Tactile AMOLED de 1,3 Pouce, Notre processeur Le Plus Rapide à ce Jour, autonomie de 20 j, Montre de Running, Navigation avec Cartes mondiales Hors Ligne",COROS,399.0,4.4,200.0,,https://m.media-amazon.com/images/I/61aWck0NxJL._AC_UL320_.jpg,,False,Objets connectés,87,2025-06-24 11:52:01.150078
"meross Multiprise Connectée (Type E), 16A Multiprise WiFi Compatible avec Apple HomeKit, Alexa et Google Home (4 Prises AC et 4 Ports USB), Multiprise Intelligente avec Commande Vocale",meross,44.99,4.5,1128.0,50.0,https://m.media-amazon.com/images/I/61bNKd41MnL._AC_UL320_.jpg,,False,Objets connectés,88,2025-06-24 11:52:01.151167
"Insta360 Ace Pro - Caméra d'action étanche conçue avec Leica, capteur de 1/1,3"", réduction du bruit par l'IA pour une qualité d'image inégalée, 4K 120ips, écran rabattable 2,4"" et fonctionnalités d'IA",Insta360,329.99,4.5,1420.0,,https://m.media-amazon.com/images/I/61Urtezh3AL._AC_UL320_.jpg,,False,Objets connectés,89,2025-06-24 11:52:01.152118
"TONEMAC Ecouteurs sans Fil Sport,N18 Casque Bluetooth avec Tour de Cou,Oreillette Bluetooth avec Mic Antibruit, 20 Heures IPX6 étanche,Noir",TONEMAC,29.99,4.3,4501.0,100.0,https://m.media-amazon.com/images/I/51VPsDhq32L._AC_UL320_.jpg,,False,Objets connectés,90,2025-06-24 11:52:01.153378
"Jadfezy Camera Sport 1080P FHD avec Carte Mémoire 32GB,Etanche 30M Caméra d'action Grand Angle, avec Deux Piles Rechargeables 900 mAh Caméra Sport et kit d'accessoires",Jadfezy,25.65,4.3,30.0,50.0,https://m.media-amazon.com/images/I/71ks6x+KGRL._AC_UL320_.jpg,,False,Objets connectés,91,2025-06-24 11:52:01.154180
"Ecouteurs Bluetooth sans Fil, Écouteurs Bluetooth 5.3, 50 Heures Contrôle Tactile, 4 ENC Appel Réduction Antibruit Mic, Basses Profondes, Ajustement Confortable, IPX7 Étanche Casque（Vert）",Ecouteurs,23.98,4.5,16230.0,100.0,https://m.media-amazon.com/images/I/61S3uezyxdL._AC_UL320_.jpg,,False,Objets connectés,92,2025-06-24 11:52:01.155748
"DOQAUS Casque Bluetooth sans Fil 90H Durée Lecture avec 3 Modes EQ Bluetooth 5.3, Casque Bluetooth,Cache-Oreilles protéines Souples,Casque sans Fil stéréo HiFi Microphone pour Voyage/Travail/Vie",DOQAUS,23.99,4.4,5552.0,100.0,https://m.media-amazon.com/images/I/61fFD42IYVL._AC_UL320_.jpg,,False,Objets connectés,93,2025-06-24 11:52:01.157380
"New bee Main Libre Bluetooth Oreillette, Casque sans Fil Bluetooth avec Microphone 60 Jours en Veille Casque Mains Libres avec Microphone Casque pour iPhone Samsung, HTC, LG, Sony, PC (Noir)",New,23.99,4.1,24748.0,100.0,https://m.media-amazon.com/images/I/61K2vP9Z9DL._AC_UL320_.jpg,,False,Objets connectés,94,2025-06-24 11:52:01.159083
TOZO OpenEarRing Écouteurs Bluetooth sans Fil Ecouteurs Bluetooth 5.4 Ultraléger avec Réduction IA de Bruit ORIGX Acoustique EQs Ajustement 40H d'Autonomie LED Écran USB Type C IPX5 Noir,TOZO,29.99,4.4,3119.0,100.0,https://m.media-amazon.com/images/I/61QuM12+7yL._AC_UL320_.jpg,,False,Objets connectés,95,2025-06-24 11:52:01.164552
"AKASO V50 X Caméra de Sport avec Carte Mémoire microSDXC U3 64 Go, Action Camera Sport 4K 30FPS Ultra Full HD Stabilisateur avec Télécommande Écran Tactile Angle Réglable Kit d'Accessoires",AKASO,129.99,4.4,1353.0,50.0,https://m.media-amazon.com/images/I/71oYqZf02EL._AC_UL320_.jpg,,False,Objets connectés,96,2025-06-24 11:52:01.167389
"Soundcore by Anker Space A40 Ecouteurs Bluetooth sans Fil Réduction du Bruit Automatique jusqu'à 98%, Ecouteurs sans Fil, 50h de Lecture, Son Hi-Res LDAC, 6 Micros, Design Confortable, Contrôle App",Soundcore,49.99,4.4,10368.0,50.0,https://m.media-amazon.com/images/I/51ObVUQs4AL._AC_UL320_.jpg,,False,Objets connectés,97,2025-06-24 11:52:05.541418
